sepal length (cm),sepal width (cm),petal length (cm),petal width (cm),target
-1.8584889857837061,-0.13481784950516054,-1.5091587801615658,-1.4426369097523906,0
-1.2636525433193142,-0.13481784950516054,-1.339092591866844,-1.4426369097523906,0
1.3536278035240108,0.31710677277974586,0.5316354793750976,0.26621400861433847,1
-0.07397965839053022,-0.5867424717900669,0.7583903971013932,1.580714715050284,2
2.4243333999599166,1.6728806396344629,1.4953438797118555,1.0549144324759059,2
-1.0257179663335572,-0.13481784950516054,-1.225715133003696,-1.3111868391087962,0
-0.1929469468834082,-0.5867424717900669,0.19150310278565336,0.1347639379707441,1
0.8777586495524967,-0.13481784950516054,0.3615692910803757,0.26621400861433847,1
-0.9067506778406792,1.6728806396344629,-1.28240386243527,-1.1797367684652014,0
0.6398240725667408,0.31710677277974586,0.8717678559645413,1.4492646444066895,2
-1.382619831812192,0.31710677277974586,-1.225715133003696,-1.3111868391087962,0
0.1639549185952268,-1.9425163386447841,0.7017016676698195,0.3976640792579332,2
0.1639549185952268,0.7690313950646512,0.4182580205119495,0.5291141499015278,1
-1.1446852548264352,-1.2646294052174254,0.4182580205119495,0.6605642205451222,2
-0.1929469468834082,-1.0386670940749723,-0.14862927380379035,-0.25958627396003964,1
0.5208567840738617,-1.2646294052174254,0.7017016676698195,0.9234643618323113,2
0.5208567840738617,-1.2646294052174254,0.6450129382382457,0.3976640792579332,1
0.2829222070881048,-0.13481784950516054,0.47494674994352326,0.26621400861433847,1
-1.0257179663335572,-2.3944409609296904,-0.14862927380379035,-0.25958627396003964,1
-0.3119142353762872,-0.13481784950516054,0.19150310278565336,0.1347639379707441,1
0.7587913610596188,-0.5867424717900669,0.47494674994352326,0.3976640792579332,1
2.1863988229741596,-0.13481784950516054,1.325277691417133,1.4492646444066895,2
-1.0257179663335572,0.9949937062071044,-1.3957813212984178,-1.1797367684652014,0
-1.0257179663335572,0.31710677277974586,-1.4524700507299921,-1.3111868391087962,0
-1.7395216972908272,-0.36078016064761376,-1.339092591866844,-1.3111868391087962,0
-0.07397965839053022,-0.8127047829325191,0.19150310278565336,-0.25958627396003964,1
0.1639549185952268,-0.8127047829325191,0.7583903971013932,0.5291141499015278,1
1.2346605150311327,0.09114446163729265,0.9284565853961155,1.1863645031195007,2
-0.4308815238691652,-1.4905917163598787,-0.035251814940642265,-0.25958627396003964,1
0.5208567840738617,-0.8127047829325191,0.6450129382382457,0.7920142911887169,2
0.4018894955809838,0.7690313950646512,0.9284565853961155,1.4492646444066895,2
-1.0257179663335572,0.7690313950646512,-1.225715133003696,-1.048286697821607,0
1.8294969574955247,-0.5867424717900669,1.325277691417133,0.9234643618323113,2
0.4018894955809838,-1.9425163386447841,0.4182580205119495,0.3976640792579332,1
-1.382619831812192,0.31710677277974586,-1.3957813212984178,-1.3111868391087962,0
1.1156932265382538,-0.13481784950516054,0.9851453148276893,1.1863645031195007,2
-1.5015871203050712,0.09114446163729265,-1.28240386243527,-1.3111868391087962,0
1.2346605150311327,0.31710677277974586,1.0985227736908374,1.4492646444066895,2
0.04498763010234881,-0.13481784950516054,0.24819183221722765,0.3976640792579332,1
-0.7877833893478001,-0.8127047829325191,0.07812564392250555,0.26621400861433847,1
-0.9067506778406792,1.6728806396344629,-1.225715133003696,-1.3111868391087962,0
-0.1929469468834082,-0.5867424717900669,0.4182580205119495,0.1347639379707441,1
0.6398240725667408,0.09114446163729265,0.9851453148276893,0.7920142911887169,2
-1.2636525433193142,0.7690313950646512,-1.225715133003696,-1.3111868391087962,0
-1.0257179663335572,0.9949937062071044,-1.225715133003696,-0.7853865565344179,0
1.1156932265382538,0.31710677277974586,1.2119002325539854,1.4492646444066895,2
2.1863988229741596,-1.0386670940749723,1.7787875268697253,1.4492646444066895,2
0.7587913610596188,0.31710677277974586,0.7583903971013932,1.0549144324759059,2
0.1639549185952268,-0.36078016064761376,0.4182580205119495,0.3976640792579332,1
0.9967259380453758,-1.2646294052174254,1.1552115031224113,0.7920142911887169,2
-0.7877833893478001,0.9949937062071044,-1.28240386243527,-1.3111868391087962,0
2.0674315344812806,-0.13481784950516054,1.608721338575003,1.1863645031195007,2
-0.9067506778406792,-1.2646294052174254,-0.4320729209616603,-0.12813620331644496,1
-0.1929469468834082,-1.2646294052174254,0.7017016676698195,1.0549144324759059,2
0.5208567840738617,0.7690313950646512,1.041834044259263,1.580714715050284,2
-0.5498488123620432,0.7690313950646512,-1.28240386243527,-1.048286697821607,0
-0.07397965839053022,-0.8127047829325191,0.07812564392250555,0.0033138673271494307,1
0.6398240725667408,-0.36078016064761376,0.30488056164880145,0.1347639379707441,1
-0.07397965839053022,-1.0386670940749723,0.1348143733540796,0.0033138673271494307,1
0.9967259380453758,0.09114446163729265,0.5316354793750976,0.3976640792579332,1
-0.3119142353762872,-0.36078016064761376,-0.0919405443722163,0.1347639379707441,1
-0.9067506778406792,0.9949937062071044,-1.339092591866844,-1.3111868391087962,0
2.1863988229741596,1.6728806396344629,1.6654100680065773,1.3178145737630953,2
0.1639549185952268,-1.9425163386447841,0.1348143733540796,-0.25958627396003964,1
0.5208567840738617,-1.7165540275023319,0.3615692910803757,0.1347639379707441,1
-0.5498488123620432,1.8988429507769162,-1.1690264035721223,-1.048286697821607,0
-1.0257179663335572,0.543069083922198,-1.339092591866844,-1.3111868391087962,0
-0.9067506778406792,1.4469183284920109,-1.28240386243527,-1.048286697821607,0
-1.2636525433193142,-0.13481784950516054,-1.339092591866844,-1.1797367684652014,0
1.2346605150311327,0.09114446163729265,0.6450129382382457,0.3976640792579332,1
-1.5015871203050712,0.31710677277974586,-1.339092591866844,-1.3111868391087962,0
1.4725950920168887,-0.13481784950516054,1.2119002325539854,1.1863645031195007,2
0.9967259380453758,0.543069083922198,1.0985227736908374,1.1863645031195007,2
-0.5498488123620432,1.8988429507769162,-1.3957813212984178,-1.048286697821607,0
